date,Days Type,Daily,Weekly,Monthly,FIrstDayofmonth,LastDayoftheMonth,WeekNum,WeekName
5/1/2018,Working days,1,2,1,5/1/2018,4/30/2018,18,Tuesday
5/2/2018,Working days,1,3,2,5/1/2018,4/30/2018,18,Wednesday
5/3/2018,Working days,1,4,3,5/1/2018,4/30/2018,18,Thursday
5/4/2018,Working days,1,5,4,5/1/2018,4/30/2018,18,Friday
5/5/2018,Working days,0,0,0,5/1/2018,4/30/2018,18,Saturday
5/6/2018,Working days,0,0,0,5/1/2018,4/30/2018,19,Sunday
5/7/2018,Working days,1,1,7,5/1/2018,4/30/2018,19,Monday
5/8/2018,Working days,1,2,8,5/1/2018,4/30/2018,19,Tuesday
5/9/2018,Working days,1,3,9,5/1/2018,4/30/2018,19,Wednesday
5/10/2018,Working days,1,4,10,5/1/2018,4/30/2018,19,Thursday
5/11/2018,Working days,1,5,11,5/1/2018,4/30/2018,19,Friday
5/12/2018,Working days,0,0,0,5/1/2018,4/30/2018,19,Saturday
5/13/2018,Working days,0,0,0,5/1/2018,4/30/2018,20,Sunday
5/14/2018,Working days,1,1,14,5/1/2018,4/30/2018,20,Monday
5/15/2018,Working days,1,2,15,5/1/2018,4/30/2018,20,Tuesday
5/16/2018,Working days,1,3,16,5/1/2018,4/30/2018,20,Wednesday
5/17/2018,Working days,1,4,17,5/1/2018,4/30/2018,20,Thursday
5/18/2018,Working days,1,5,18,5/1/2018,4/30/2018,20,Friday
5/19/2018,Working days,0,0,0,5/1/2018,4/30/2018,20,Saturday
5/20/2018,Working days,0,0,0,5/1/2018,4/30/2018,21,Sunday
5/21/2018,Working days,1,1,21,5/1/2018,4/30/2018,21,Monday
5/22/2018,Working days,1,2,22,5/1/2018,4/30/2018,21,Tuesday
5/23/2018,Working days,1,3,23,5/1/2018,4/30/2018,21,Wednesday
5/24/2018,Working days,1,4,24,5/1/2018,4/30/2018,21,Thursday
5/25/2018,Working days,1,5,25,5/1/2018,4/30/2018,21,Friday
5/26/2018,Working days,0,0,0,5/1/2018,4/30/2018,21,Saturday
5/27/2018,Working days,0,0,0,5/1/2018,4/30/2018,22,Sunday
5/28/2018,Working days,1,1,28,5/1/2018,4/30/2018,22,Monday
5/29/2018,Working days,1,2,29,5/1/2018,4/30/2018,22,Tuesday
5/30/2018,Working days,1,3,30,5/1/2018,4/30/2018,22,Wednesday
5/31/2018,Working days,1,4,31,5/1/2018,4/30/2018,22,Thursday
6/1/2018,Working days,1,5,1,6/1/2018,5/31/2018,22,Friday
6/2/2018,Working days,0,0,0,6/1/2018,5/31/2018,22,Saturday
6/3/2018,Working days,0,0,0,6/1/2018,5/31/2018,23,Sunday
6/4/2018,Working days,1,1,4,6/1/2018,5/31/2018,23,Monday
6/5/2018,Working days,1,2,5,6/1/2018,5/31/2018,23,Tuesday
6/6/2018,Working days,1,3,6,6/1/2018,5/31/2018,23,Wednesday
6/7/2018,Working days,1,4,7,6/1/2018,5/31/2018,23,Thursday
6/8/2018,Working days,1,5,8,6/1/2018,5/31/2018,23,Friday
6/9/2018,Working days,0,0,0,6/1/2018,5/31/2018,23,Saturday
6/10/2018,Working days,0,0,0,6/1/2018,5/31/2018,24,Sunday
6/11/2018,Working days,1,1,11,6/1/2018,5/31/2018,24,Monday
6/12/2018,Working days,1,2,12,6/1/2018,5/31/2018,24,Tuesday
6/13/2018,Working days,1,3,13,6/1/2018,5/31/2018,24,Wednesday
6/14/2018,Working days,1,4,14,6/1/2018,5/31/2018,24,Thursday
6/15/2018,Working days,1,5,15,6/1/2018,5/31/2018,24,Friday
6/16/2018,Working days,0,0,0,6/1/2018,5/31/2018,24,Saturday
6/17/2018,Working days,0,0,0,6/1/2018,5/31/2018,25,Sunday
6/18/2018,Working days,1,1,18,6/1/2018,5/31/2018,25,Monday
6/19/2018,Working days,1,2,19,6/1/2018,5/31/2018,25,Tuesday
6/20/2018,Working days,1,3,20,6/1/2018,5/31/2018,25,Wednesday
6/21/2018,Working days,1,4,21,6/1/2018,5/31/2018,25,Thursday
6/22/2018,Working days,1,5,22,6/1/2018,5/31/2018,25,Friday
6/23/2018,Working days,0,0,0,6/1/2018,5/31/2018,25,Saturday
6/24/2018,Working days,0,0,0,6/1/2018,5/31/2018,26,Sunday
6/25/2018,Working days,1,1,25,6/1/2018,5/31/2018,26,Monday
6/26/2018,Working days,1,2,26,6/1/2018,5/31/2018,26,Tuesday
6/27/2018,Working days,1,3,27,6/1/2018,5/31/2018,26,Wednesday
6/28/2018,Working days,1,4,28,6/1/2018,5/31/2018,26,Thursday
6/29/2018,Working days,1,5,29,6/1/2018,5/31/2018,26,Friday
6/30/2018,Working days,0,0,0,6/1/2018,5/31/2018,26,Saturday
7/1/2018,Working days,0,0,0,7/2/2018,6/30/2018,27,Sunday
7/2/2018,Working days,1,1,2,7/2/2018,6/30/2018,27,Monday
7/3/2018,Working days,1,2,3,7/2/2018,6/30/2018,27,Tuesday
7/4/2018,Working days,1,3,4,7/2/2018,6/30/2018,27,Wednesday
7/5/2018,Working days,1,4,5,7/2/2018,6/30/2018,27,Thursday
7/6/2018,Working days,1,5,6,7/2/2018,6/30/2018,27,Friday
7/7/2018,Working days,0,0,0,7/2/2018,6/30/2018,27,Saturday
7/8/2018,Working days,0,0,0,7/2/2018,6/30/2018,28,Sunday
7/9/2018,Working days,1,1,9,7/2/2018,6/30/2018,28,Monday
7/10/2018,Working days,1,2,10,7/2/2018,6/30/2018,28,Tuesday
7/11/2018,Working days,1,3,11,7/2/2018,6/30/2018,28,Wednesday
7/12/2018,Working days,1,4,12,7/2/2018,6/30/2018,28,Thursday
7/13/2018,Working days,1,5,13,7/2/2018,6/30/2018,28,Friday
7/14/2018,Working days,0,0,0,7/2/2018,6/30/2018,28,Saturday
7/15/2018,Working days,0,0,0,7/2/2018,6/30/2018,29,Sunday
7/16/2018,Working days,1,1,16,7/2/2018,6/30/2018,29,Monday
7/17/2018,Working days,1,2,17,7/2/2018,6/30/2018,29,Tuesday
7/18/2018,Working days,1,3,18,7/2/2018,6/30/2018,29,Wednesday
7/19/2018,Working days,1,4,19,7/2/2018,6/30/2018,29,Thursday
7/20/2018,Working days,1,5,20,7/2/2018,6/30/2018,29,Friday
7/21/2018,Working days,0,0,0,7/2/2018,6/30/2018,29,Saturday
7/22/2018,Working days,0,0,0,7/2/2018,6/30/2018,30,Sunday
7/23/2018,Working days,1,1,23,7/2/2018,6/30/2018,30,Monday
7/24/2018,Working days,1,2,24,7/2/2018,6/30/2018,30,Tuesday
7/25/2018,Working days,1,3,25,7/2/2018,6/30/2018,30,Wednesday
7/26/2018,Working days,1,4,26,7/2/2018,6/30/2018,30,Thursday
7/27/2018,Working days,1,5,27,7/2/2018,6/30/2018,30,Friday
7/28/2018,Working days,0,0,0,7/2/2018,6/30/2018,30,Saturday
7/29/2018,Working days,0,0,0,7/2/2018,6/30/2018,31,Sunday
7/30/2018,Working days,1,1,30,7/2/2018,6/30/2018,31,Monday
7/31/2018,Working days,1,2,31,7/2/2018,6/30/2018,31,Tuesday
8/1/2018,Working days,1,3,1,8/1/2018,7/31/2018,31,Wednesday
8/2/2018,Working days,1,4,2,8/1/2018,7/31/2018,31,Thursday
8/3/2018,Working days,1,5,3,8/1/2018,7/31/2018,31,Friday
8/4/2018,Working days,0,0,0,8/1/2018,7/31/2018,31,Saturday
8/5/2018,Working days,0,0,0,8/1/2018,7/31/2018,32,Sunday
8/6/2018,Working days,1,1,6,8/1/2018,7/31/2018,32,Monday
8/7/2018,Working days,1,2,7,8/1/2018,7/31/2018,32,Tuesday
8/8/2018,Working days,1,3,8,8/1/2018,7/31/2018,32,Wednesday
8/9/2018,Working days,1,4,9,8/1/2018,7/31/2018,32,Thursday
8/10/2018,Working days,1,5,10,8/1/2018,7/31/2018,32,Friday
8/11/2018,Working days,0,0,0,8/1/2018,7/31/2018,32,Saturday
8/12/2018,Working days,0,0,0,8/1/2018,7/31/2018,33,Sunday
8/13/2018,Working days,1,1,13,8/1/2018,7/31/2018,33,Monday
8/14/2018,Working days,1,2,14,8/1/2018,7/31/2018,33,Tuesday
8/15/2018,Working days,1,3,15,8/1/2018,7/31/2018,33,Wednesday
8/16/2018,Working days,1,4,16,8/1/2018,7/31/2018,33,Thursday
8/17/2018,Working days,1,5,17,8/1/2018,7/31/2018,33,Friday
8/18/2018,Working days,0,0,0,8/1/2018,7/31/2018,33,Saturday
8/19/2018,Working days,0,0,0,8/1/2018,7/31/2018,34,Sunday
8/20/2018,Working days,1,1,20,8/1/2018,7/31/2018,34,Monday
8/21/2018,Working days,1,2,21,8/1/2018,7/31/2018,34,Tuesday
8/22/2018,Working days,1,3,22,8/1/2018,7/31/2018,34,Wednesday
8/23/2018,Working days,1,4,23,8/1/2018,7/31/2018,34,Thursday
8/24/2018,Working days,1,5,24,8/1/2018,7/31/2018,34,Friday
8/25/2018,Working days,0,0,0,8/1/2018,7/31/2018,34,Saturday
8/26/2018,Working days,0,0,0,8/1/2018,7/31/2018,35,Sunday
8/27/2018,Working days,1,1,27,8/1/2018,7/31/2018,35,Monday
8/28/2018,Working days,1,2,28,8/1/2018,7/31/2018,35,Tuesday
8/29/2018,Working days,1,3,29,8/1/2018,7/31/2018,35,Wednesday
8/30/2018,Working days,1,4,30,8/1/2018,7/31/2018,35,Thursday
8/31/2018,Working days,1,5,31,8/1/2018,7/31/2018,35,Friday
9/1/2018,Working days,0,0,0,9/3/2018,8/31/2018,35,Saturday
9/2/2018,Working days,0,0,0,9/3/2018,8/31/2018,36,Sunday
9/3/2018,Working days,1,1,3,9/3/2018,8/31/2018,36,Monday
9/4/2018,Working days,1,2,4,9/3/2018,8/31/2018,36,Tuesday
9/5/2018,Working days,1,3,5,9/3/2018,8/31/2018,36,Wednesday
9/6/2018,Working days,1,4,6,9/3/2018,8/31/2018,36,Thursday
9/7/2018,Working days,1,5,7,9/3/2018,8/31/2018,36,Friday
9/8/2018,Working days,0,0,0,9/3/2018,8/31/2018,36,Saturday
9/9/2018,Working days,0,0,0,9/3/2018,8/31/2018,37,Sunday
9/10/2018,Working days,1,1,10,9/3/2018,8/31/2018,37,Monday
9/11/2018,Working days,1,2,11,9/3/2018,8/31/2018,37,Tuesday
9/12/2018,Working days,1,3,12,9/3/2018,8/31/2018,37,Wednesday
9/13/2018,Working days,1,4,13,9/3/2018,8/31/2018,37,Thursday
9/14/2018,Working days,1,5,14,9/3/2018,8/31/2018,37,Friday
9/15/2018,Working days,0,0,0,9/3/2018,8/31/2018,37,Saturday
9/16/2018,Working days,0,0,0,9/3/2018,8/31/2018,38,Sunday
9/17/2018,Working days,1,1,17,9/3/2018,8/31/2018,38,Monday
9/18/2018,Working days,1,2,18,9/3/2018,8/31/2018,38,Tuesday
9/19/2018,Working days,1,3,19,9/3/2018,8/31/2018,38,Wednesday
9/20/2018,Working days,1,4,20,9/3/2018,8/31/2018,38,Thursday
9/21/2018,Working days,1,5,21,9/3/2018,8/31/2018,38,Friday
9/22/2018,Working days,0,0,0,9/3/2018,8/31/2018,38,Saturday
9/23/2018,Working days,0,0,0,9/3/2018,8/31/2018,39,Sunday
9/24/2018,Working days,1,1,24,9/3/2018,8/31/2018,39,Monday
9/25/2018,Working days,1,2,25,9/3/2018,8/31/2018,39,Tuesday
9/26/2018,Working days,1,3,26,9/3/2018,8/31/2018,39,Wednesday
9/27/2018,Working days,1,4,27,9/3/2018,8/31/2018,39,Thursday
9/28/2018,Working days,1,5,28,9/3/2018,8/31/2018,39,Friday
9/29/2018,Working days,0,0,0,9/3/2018,8/31/2018,39,Saturday
9/30/2018,Working days,0,0,0,9/3/2018,8/31/2018,40,Sunday
10/1/2018,Working days,1,1,1,10/1/2018,9/30/2018,40,Monday
10/2/2018,Working days,1,2,2,10/1/2018,9/30/2018,40,Tuesday
10/3/2018,Working days,1,3,3,10/1/2018,9/30/2018,40,Wednesday
10/4/2018,Working days,1,4,4,10/1/2018,9/30/2018,40,Thursday
10/5/2018,Working days,1,5,5,10/1/2018,9/30/2018,40,Friday
10/6/2018,Working days,0,0,0,10/1/2018,9/30/2018,40,Saturday
10/7/2018,Working days,0,0,0,10/1/2018,9/30/2018,41,Sunday
10/8/2018,Working days,1,1,8,10/1/2018,9/30/2018,41,Monday
10/9/2018,Working days,1,2,9,10/1/2018,9/30/2018,41,Tuesday
10/10/2018,Working days,1,3,10,10/1/2018,9/30/2018,41,Wednesday
10/11/2018,Working days,1,4,11,10/1/2018,9/30/2018,41,Thursday
10/12/2018,Working days,1,5,12,10/1/2018,9/30/2018,41,Friday
10/13/2018,Working days,0,0,0,10/1/2018,9/30/2018,41,Saturday
10/14/2018,Working days,0,0,0,10/1/2018,9/30/2018,42,Sunday
10/15/2018,Working days,1,1,15,10/1/2018,9/30/2018,42,Monday
10/16/2018,Working days,1,2,16,10/1/2018,9/30/2018,42,Tuesday
10/17/2018,Working days,1,3,17,10/1/2018,9/30/2018,42,Wednesday
10/18/2018,Working days,1,4,18,10/1/2018,9/30/2018,42,Thursday
10/19/2018,Working days,1,5,19,10/1/2018,9/30/2018,42,Friday
10/20/2018,Working days,0,0,0,10/1/2018,9/30/2018,42,Saturday
10/21/2018,Working days,0,0,0,10/1/2018,9/30/2018,43,Sunday
10/22/2018,Working days,1,1,22,10/1/2018,9/30/2018,43,Monday
10/23/2018,Working days,1,2,23,10/1/2018,9/30/2018,43,Tuesday
10/24/2018,Working days,1,3,24,10/1/2018,9/30/2018,43,Wednesday
10/25/2018,Working days,1,4,25,10/1/2018,9/30/2018,43,Thursday
10/26/2018,Working days,1,5,26,10/1/2018,9/30/2018,43,Friday
10/27/2018,Working days,0,0,0,10/1/2018,9/30/2018,43,Saturday
10/28/2018,Working days,0,0,0,10/1/2018,9/30/2018,44,Sunday
10/29/2018,Working days,1,1,29,10/1/2018,9/30/2018,44,Monday
10/30/2018,Working days,1,2,30,10/1/2018,9/30/2018,44,Tuesday
10/31/2018,Working days,1,3,31,10/1/2018,9/30/2018,44,Wednesday
11/1/2018,Working days,1,4,1,11/1/2018,10/31/2018,44,Thursday
11/2/2018,Working days,1,5,2,11/1/2018,10/31/2018,44,Friday
11/3/2018,Working days,0,0,0,11/1/2018,10/31/2018,44,Saturday
11/4/2018,Working days,0,0,0,11/1/2018,10/31/2018,45,Sunday
11/5/2018,Working days,1,1,5,11/1/2018,10/31/2018,45,Monday
11/6/2018,Working days,1,2,6,11/1/2018,10/31/2018,45,Tuesday
11/7/2018,Working days,1,3,7,11/1/2018,10/31/2018,45,Wednesday
11/8/2018,Working days,1,4,8,11/1/2018,10/31/2018,45,Thursday
11/9/2018,Working days,1,5,9,11/1/2018,10/31/2018,45,Friday
11/10/2018,Working days,0,0,0,11/1/2018,10/31/2018,45,Saturday
11/11/2018,Working days,0,0,0,11/1/2018,10/31/2018,46,Sunday
11/12/2018,Working days,1,1,12,11/1/2018,10/31/2018,46,Monday
11/13/2018,Working days,1,2,13,11/1/2018,10/31/2018,46,Tuesday
11/14/2018,Working days,1,3,14,11/1/2018,10/31/2018,46,Wednesday
11/15/2018,Working days,1,4,15,11/1/2018,10/31/2018,46,Thursday
11/16/2018,Working days,1,5,16,11/1/2018,10/31/2018,46,Friday
11/17/2018,Working days,0,0,0,11/1/2018,10/31/2018,46,Saturday
11/18/2018,Working days,0,0,0,11/1/2018,10/31/2018,47,Sunday
11/19/2018,Working days,1,1,19,11/1/2018,10/31/2018,47,Monday
11/20/2018,Working days,1,2,20,11/1/2018,10/31/2018,47,Tuesday
11/21/2018,Working days,1,3,21,11/1/2018,10/31/2018,47,Wednesday
11/22/2018,Working days,1,4,22,11/1/2018,10/31/2018,47,Thursday
11/23/2018,Working days,1,5,23,11/1/2018,10/31/2018,47,Friday
11/24/2018,Working days,0,0,0,11/1/2018,10/31/2018,47,Saturday
11/25/2018,Working days,0,0,0,11/1/2018,10/31/2018,48,Sunday
11/26/2018,Working days,1,1,26,11/1/2018,10/31/2018,48,Monday
11/27/2018,Working days,1,2,27,11/1/2018,10/31/2018,48,Tuesday
11/28/2018,Working days,1,3,28,11/1/2018,10/31/2018,48,Wednesday
11/29/2018,Working days,1,4,29,11/1/2018,10/31/2018,48,Thursday
11/30/2018,Working days,1,5,30,11/1/2018,10/31/2018,48,Friday
12/1/2018,Working days,0,0,0,12/3/2018,11/30/2018,48,Saturday
12/2/2018,Working days,0,0,0,12/3/2018,11/30/2018,49,Sunday
12/3/2018,Working days,1,1,3,12/3/2018,11/30/2018,49,Monday
12/4/2018,Working days,1,2,4,12/3/2018,11/30/2018,49,Tuesday
12/5/2018,Working days,1,3,5,12/3/2018,11/30/2018,49,Wednesday
12/6/2018,Working days,1,4,6,12/3/2018,11/30/2018,49,Thursday
12/7/2018,Working days,1,5,7,12/3/2018,11/30/2018,49,Friday
12/8/2018,Working days,0,0,0,12/3/2018,11/30/2018,49,Saturday
12/9/2018,Working days,0,0,0,12/3/2018,11/30/2018,50,Sunday
12/10/2018,Working days,1,1,10,12/3/2018,11/30/2018,50,Monday
12/11/2018,Working days,1,2,11,12/3/2018,11/30/2018,50,Tuesday
12/12/2018,Working days,1,3,12,12/3/2018,11/30/2018,50,Wednesday
12/13/2018,Working days,1,4,13,12/3/2018,11/30/2018,50,Thursday
12/14/2018,Working days,1,5,14,12/3/2018,11/30/2018,50,Friday
12/15/2018,Working days,0,0,0,12/3/2018,11/30/2018,50,Saturday
12/16/2018,Working days,0,0,0,12/3/2018,11/30/2018,51,Sunday
12/17/2018,Working days,1,1,17,12/3/2018,11/30/2018,51,Monday
12/18/2018,Working days,1,2,18,12/3/2018,11/30/2018,51,Tuesday
12/19/2018,Working days,1,3,19,12/3/2018,11/30/2018,51,Wednesday
12/20/2018,Working days,1,4,20,12/3/2018,11/30/2018,51,Thursday
12/21/2018,Working days,1,5,21,12/3/2018,11/30/2018,51,Friday
12/22/2018,Working days,0,0,0,12/3/2018,11/30/2018,51,Saturday
12/23/2018,Working days,0,0,0,12/3/2018,11/30/2018,52,Sunday
12/24/2018,Working days,1,1,24,12/3/2018,11/30/2018,52,Monday
12/25/2018,Working days,1,2,25,12/3/2018,11/30/2018,52,Tuesday
12/26/2018,Working days,1,3,26,12/3/2018,11/30/2018,52,Wednesday
12/27/2018,Working days,1,4,27,12/3/2018,11/30/2018,52,Thursday
12/28/2018,Working days,1,5,28,12/3/2018,11/30/2018,52,Friday
12/29/2018,Working days,0,0,0,12/3/2018,11/30/2018,52,Saturday
12/30/2018,Working days,0,0,0,12/3/2018,11/30/2018,53,Sunday
12/31/2018,Working days,1,1,31,12/3/2018,11/30/2018,53,Monday
